Battery_Name	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	Cycle_Life
MATR_b1c24	-3.8220393979459804	-0.014204342646621704	0.00011882787243306337	-0.3245988046886833	-1.2772125991334478	-0.004547534707748824	-3.738354978345289e-07	1.078083665610389	-4.653151515145109e-05	1.081890389696963	1.0755144	0.003560599999999914	1.0776454	1982.1404800000007	37.596226	30.30908	10489679.810122298	0	0	0	-0.0002727000000000146	-0.05784288198005072	-20.480699999989156	2.0267868	821.5848000000115	1160.0037999999586	2.347193193511954	3.387811195377504	0.0002956351784852857	-0.002975163805332231	13.601670550638458	0.5865774243955184	5.081208962636791	2.3939450417233945	2.0111537284356764	2.0111537284356764	2.0111537284356764	2.14871396580624	-1.6370131933154615	-0.43901783404047146	1.5818806226823359	-1.656050826539712	12.304066581187417	0	816.5859564977038	1160.0038167980479	0	0	0	0.0	0.63086854	0	4696412.580900246	0.4400311352467	1.0773263752467002	4507261.992981476	0.0014014299999994921	53	0.0	1015
MATR_b1c25	-3.813121935493821	-0.012983010499542947	0.0001006401526207179	-0.34649363043270937	-1.2510345515622412	-0.004056501063179674	-2.2388373531306505e-06	1.0789899483817764	-3.661151515151145e-05	1.0816754496969692	1.0763277	0.003585399999999961	1.0779946	1982.1420400000006	38.670872	30.400667	10666352.351199325	0	0	0	-0.0006033999999999207	-0.08651403934343804	-5.6225999999915075	2.0374384	841.494200000081	1135.006400000002	2.2485940168580543	3.390473318181818	0.00030319201523201837	-0.0029267129235701333	13.059816959713393	0.5632716587523228	5.31724213634696	2.4317801393755736	1.9612331664614584	1.9612331664614584	1.9612331664614584	2.0078536313768462	-1.6749360824242452	-0.564018771861551	1.6989081001815434	-1.534797408795046	5689110318081007.0	0.47418508694858846	841.4952140598375	1135.0064164599405	0	0	0	1340.931300000062	0.6307486299999999	0	-664021.5746960534	0.4401291928485	1.0773968228485	4599046.241498729	0.00032559000000032326	53	0.0	852
MATR_b1c26	-3.9150008049527334	-0.018216348910873138	0.00016749183065899376	-0.12343656114125279	-1.2733408671859159	-0.007584011694267367	-1.772168954854778e-05	1.0914958910154604	-6.026242424239807e-05	1.0949642115151486	1.0887769	0.0027692999999999746	1.0894133	1901.604120000001	37.077717	30.189548	10185411.133624494	0	0	0	-0.0017357000000000067	0.011711536084583862	-0.004599999985657632	2.0304503	821.5758999999962	1080.009699999995	2.3079201534960125	3.3845417159489637	0.0003228350108946085	-0.003083987504816341	13.337592992481262	0.5483283331661012	5.633071518370231	2.5404443831072867	2.0637249248403657	2.0637249248403657	2.0637249248403657	2.1711615005435236	-1.5612119490405858	-0.47486682782929207	1.2903856311034732	-1.6012962374716773	31.468734919012046	0.6844007183046106	816.5817677227682	1080.00971634767	0	0	0	0.0	0.64294396	0	-33.708182003974336	0.4401893	1.0892487	4505313.28490491	0.0003677500000001388	37	0.0	868
MATR_b1c27	-5.673280570931794	-0.015973092968583333	0.0001465856930081726	-0.29744779638445606	-1.2301666379763128	-0.005635855938548762	-1.322819171305051e-05	1.082730539797567	-6.29696969672541e-07	1.0810638460606035	1.0801724	0.0028270999999999713	1.0810125	1901.5267000000003	38.178074	30.495707	10412079.732534532	0	0	0	-0.0013904000000000138	-3.0935401958568622	0.024200000007112976	2.0403447	826.5078000000212	1075.0102000000188	2.3259161731734737	3.3964594071090044	0.0003059076598988801	-0.0031847674888195654	13.556091681769495	0.5176503823554887	5.983852294861807	2.5798930460384937	1.9691571825713379	1.9691571825713379	1.9691571825713379	2.073669286448989	-1.6528670213835839	-0.5281008989462054	1.6437744491692987	-1.5736406691583984	7.976272120963018	0.6874022042823481	826.5088393027945	1075.0102162834817	0	0	0	0.0	0.63394214	0	-71.4576461765673	0.4402708562997	1.07997199544	4470360.6513153035	0.00024107999999993177	54	0.0	840
MATR_b1c29	-6.901185731647345	-0.01688830533390143	0.00014974990173842085	-0.14122285665008763	-1.284826671046729	-0.006448741820684001	-7.847255411256189e-06	1.0832070635613271	-3.624969696963997e-05	1.0854302860605998	1.0806577	0.00314520000000007	1.0818329	1921.4874799999998	36.258759	30.240517	10083771.12409536	0	0	0	-0.0010445000000001148	-1.1766339603069742	-18.06610000001092	2.0268607	796.5127000000211	1125.0089000000153	2.3971304133058906	3.3915484230399997	0.000297915064023153	-0.0031519892798268327	14.015877207353595	0.5667693327828015	5.337678354659583	2.458463066896812	2.1529253964877255	2.1529253964877255	2.1529253964877255	2.1464501778942418	-1.6368987001716482	-0.4396112435933373	1.5954457665174147	-1.6474086476675807	5.200096483939139	0.5402086983961218	791.511703408045	1125.0089163702862	0	0	0	0.0	0.5248626399999999	0	-24.13055481187182	0.55011890232956	1.0803525329	3692363.496480745	0	54	0.0	915
MATR_b1c31	-4.157672181934895	-0.01846283982288225	0.00016993626044231705	-0.10029300976124196	-1.2414052732975414	-0.008142618258241363	-2.8757255411253697e-05	1.0985419978037512	-3.672727272727201e-05	1.0990113345454542	1.0959352	0.002398200000000017	1.0953295	1861.5333799999994	31.658901	29.649641	9170015.366362264	0	0	0	-0.0029065999999999814	2.8823274023311978	-19.785100000037346	2.0291109	751.5112000000081	1109.9952000000048	2.472323599364963	3.38737974145937	0.0003149951459251908	-0.00332164793523724	14.482810748366488	0.5939161558804098	5.196287337246623	2.492242844307155	2.2660397220626836	2.2660397220626836	2.2660397220626836	2.1423060640487703	-1.505455341925686	-0.3986265942228981	1.1316769632908708	-1.688041773157897	59.91653633305449	0.3351023105483036	746.5024687747577	1109.995216942781	0	0	0	0.0	0.53851487	0	1.8717154550996957	0.5501564220317	1.0949868920317	3581952.566738292	0.0018028000000006855	20	0.0	874
MATR_b1c36	-4.505037780528666	-0.021434220444377153	0.00022071975792620164	-0.015655537161848032	-1.3021604806589417	-0.009066125769812805	-9.967059987636098e-06	1.0818087867260355	-4.258363636360675e-05	1.0844369072727242	1.0791167	0.0032426000000000954	1.0801983	1947.2101199999997	34.868446	30.028351	9988725.783136385	0	0	0	-0.0014606999999999815	-0.16835263374070042	-4.996700000043347	2.028203	817.1696000000156	1125.0105999999323	2.398485761547063	3.394777445971564	0.00029518258726707216	-0.0032388293462110576	14.035485463807854	0.5619549352687778	5.356661569926744	2.448247470516155	2.140128189839871	2.140128189839871	2.140128189839871	2.0606103021160123	-1.6851371622440978	-0.5679670371160412	1.7388462178462145	-1.519322005431098	0	0.4936480518404285	812.1777723623029	1125.0106161685637	0	0	0	0.0	0.63299555	0	4804179.46899054	0.44026459418358	1.0797030220800001	5385769.129474338	0.0072532700000002715	53	0.0	702
MATR_b1c38	-4.697709713519057	-0.02702629541643134	0.0003693402626609718	-0.04937203124437685	-1.3409768915392206	-0.01261043416818608	-1.1729051329634412e-05	1.0764196563652852	-6.7181818181624315e-06	1.0756120363636343	1.0740083	0.0025895000000000223	1.0749282	1867.3101799999997	37.995705	30.288816	10236880.324260404	0	0	0	-0.0013231000000000215	-1.0985162264018653	-0.09320000001753215	2.0307522	782.2004999999772	1085.0074000000022	2.527447382320959	3.407410352520325	0.00029594572195545764	-0.0036567851531378085	15.044237238710345	0.5084878253671803	6.131549810540275	2.60933060392499	2.2540806399514164	2.2540806399514164	2.2540806399514164	2.0006432067029456	-1.6927122190400812	-0.6964562104393581	1.8611996721517094	-1.3389641951429068	9.868001746071522	0.5858665994772398	777.2010286983477	1085.0074160787067	0	0	0	0.0	0.6280506700000001	0	-47.723496513892556	0.4403091030016221	1.0745613378	5225081.928747664	0	20	0.0	615
MATR_b1c39	-4.5840694335532435	-0.02441509238051446	0.00031082345096742676	-0.14264054498385528	-1.27010935717558	-0.010378559015547406	-6.245335807056678e-06	1.0860075484897957	-2.8000606060587183e-05	1.0875657078787857	1.083198	0.0032686999999997912	1.084751	1867.2607199999995	38.024876	30.181021	10179371.08809739	0	0	0	-0.000968300000000033	-4.345109351611509	0.06489999997575069	2.0369744	772.2244000000064	1095.0057999999844	2.5497150171788254	3.4011720355737705	0.0002957870645105649	-0.003574444195132053	15.037515165240006	0.5489646673724266	5.640027125622776	2.5472109476165437	2.252262238581073	2.252262238581073	2.252262238581073	2.1207848565499967	-1.639345569062842	-0.5518589316650689	1.6302858588153768	-1.5269854393426079	8.935714485781274	0.6951473612331098	772.2255251333983	1095.0058160443184	0	0	0	0.0	0.6380061099999998	0	-63.31784463489933	0.44015554506980004	1.0847101550698	5206174.567516157	0.003090950000000101	54	0.0	623
MATR_b1c4	-3.8542575486614545	-0.0062691661639811816	2.4843956218957374e-05	-0.34918471190495554	-1.361163641918983	-0.0014120353979634181	1.6106920222634873e-05	1.0820642985837967	-2.7882424242366147e-05	1.0853725915151453	1.0790124	0.00530419999999987	1.0825965	1981.8710800000003	35.651741	29.092649	10656108.154800968	0	0	0	0.0006127000000000216	0.07332448909733902	-8.550300000009884	2.0296931	811.2526000000071	1170.0008999999845	2.094547018713355	3.3710069330618895	0.0003356955886092816	-0.0022959509797312355	11.971798014150618	0.6118481309003672	4.959259843699695	2.422465735116538	2.3567892571096793	2.3567892571096793	2.3567892571096793	2.1920831320812697	-1.4084000563379355	-0.40283279662551535	0.7953992973142796	-1.6717243196910327	7.920853442878039	0.38893812053434235	806.2470585725296	1170.0009174734382	0	0	0	1627.736900000018	1.0727715836	0	-14.873224560951934	0.0	1.08175940576	1435213523.4957395	0.033485519999999526	67	0.0	1707
